transportationId,outletId,transportType,title,duration,cost,tip,status,displayOrder
zweibrucken-airport,zweibrucken-fashion-outlet,airport,Saarbrücken Airport by road or rail/bus connection,≈25-40 min by car from Saarbrücken Airport (estimated),"Confirm airport taxi, rental-car or regional transit fare","Use official Saarbrücken Airport ground transport to Saarbrücken, then rail/local bus via Zweibrücken or a road transfer; no dedicated airport shuttle is published.",active,4
halle-leipzig-style-outlets-car-parking,halle-leipzig-the-style-outlets,car,Car via A9 + outlet parking,≈25–35 min from Leipzig or Halle by car (estimated),Free parking; fuel varies,"Official outlet information lists Berliner Straße 1 in Sandersdorf-Brehna and parking; regional tourism information notes convenient A9 access and about 1,800 parking spaces.",active,1
halle-leipzig-style-outlets-train,halle-leipzig-the-style-outlets,train,S-Bahn S8 to Brehna,"13 min from Halle by train, then local walk or taxi",Check MDV/DB fare,"Official directions list S-Bahn S8 from Halle toward Lutherstadt Wittenberg, Bitterfeld or Dessau to Brehna, with an approximate 13-minute train journey from Halle.",active,2
halle-leipzig-style-outlets-shuttle,halle-leipzig-the-style-outlets,bus,Free Saturday shuttle from Leipzig and Halle,≈25–40 min from Leipzig Hbf or Halle bus station (estimated),Free; booking required where offered,Official directions advertise a free shuttle bus every Saturday from Leipzig main station and Halle bus station; check the official booking page for current departure times.,active,3
halle-leipzig-style-outlets-airport,halle-leipzig-the-style-outlets,airport,Leipzig/Halle Airport by car or S-Bahn,≈20–30 min by car from Leipzig/Halle Airport (estimated),"Confirm taxi, rental car or MDV/DB fare",Leipzig/Halle Airport officially has its own rail station below check-in with Deutsche Bahn connections; connect by rail via Halle/Leipzig or use the outlet's A9-area road access.,active,4
ochtrup-car-parking,designer-outlet-ochtrup,car,By Car / Parking,"Use Laurenzstraße 51-55, Ochtrup",Check official parking information,"McArthurGlen's official Ochtrup service information points visitors to the How to Get Here page for car, train, bike, public-transport, and parking details. Check current parking terms before travel.",active,1
ochtrup-train-bahnhof,designer-outlet-ochtrup,train,Train to Ochtrup Bahnhof,Check official DB / regional timetable,Check official rail fare,"Official centre information says the outlet is reachable by train. Use DB or the regional operator to Ochtrup Bahnhof, then walk or use local transport; check timetable/fare before travel.",active,2
ochtrup-local-bus,designer-outlet-ochtrup,bus,Local bus to the outlet area,Check official regional bus timetable,Check official fare,"Use official NRW/regional journey planning for buses serving central Ochtrup and the outlet area. Verify the exact stop, timetable, and fare before travel.",active,3
ochtrup-airports,designer-outlet-ochtrup,airport,Regional airports,Check official road/rail route,Check onward transport fare,"For air arrivals, use nearby regional airports such as Münster/Osnabrück or Düsseldorf and continue by official rail/bus, car, or confirmed transfer. No dedicated airport shuttle was verified.",active,4
la-vallee-shuttle-paris,la-vallee-village,bus,Shopping Express® Shuttle from Paris,≈40-50 min (estimated),Confirm with provider,Official Shopping Express® shuttle runs direct from Hotel Pullman Paris Bercy at 09:00 with 14:30 or 18:45 returns; advance online reservation is required and tickets are not sold on board.,active,1
la-vallee-train,la-vallee-village,train,RER A / TGV Train Access,≈40-50 min (estimated),≈€5-8 (estimated),Take RER A from Paris toward Marne-la-Vallée and alight at Val d’Europe; TGV services use Marne-la-Vallée-Chessy-Parcs Disney®. Check official rail timetables before travelling.,active,2
la-vallee-car-parking,la-vallee-village,car,Car / Parking,40 min,Free parking,La Vallée Village states it is just 40 minutes from Paris by car and offers ample free parking.,active,3
la-vallee-disney-shuttle,la-vallee-village,bus,Disney® Resort Hotels Shuttle,≈10 min (estimated),€6 adult return / €3 child return,Regular shuttle bus from Disney® Resort hotels to the Village; book through your hotel concierge or the La Vallée Village Welcome Center.,active,4
la-vallee-airport,la-vallee-village,airport,Paris Charles de Gaulle / Orly airport access,≈10-20 min by TGV from CDG to Marne-la-Vallée-Chessy + local transfer; ≈35-50 min by car (estimated),"Check official TGV, airport shuttle, taxi or transfer fare",Use official Paris airport ground transport or TGV to Marne-la-Vallée-Chessy/Val d’Europe connections before the Village transfer; no dedicated airport-to-village shuttle is published.,active,5
troyes-car-parking,designer-outlet-troyes,car,Car / Motorcycle / Free Parking,≈15-25 min (estimated),Free parking,"The official outlet page lists car and motorcycle access, and the services page confirms free parking throughout the centre with no time limits.",active,1
troyes-train,designer-outlet-troyes,train,Train to Troyes + Local Transfer,Rail time varies by origin + about 20 min by TCAT bus from Troyes,Check official SNCF fare plus TCAT fare,"Use SNCF services to Troyes, then continue by official TCAT bus lines 1 or 12 toward Pont-Sainte-Marie/Creney, or by taxi; rail times and fares vary by departure.",active,2
troyes-local-bus,designer-outlet-troyes,bus,TCAT Bus Lines 1 and 12,About 20 min from central Troyes by bus,Check official TCAT fare,McArthurGlen states the centre is about 20 minutes from central Troyes by bus; take TCAT lines 1 or 12 toward Pont-Sainte-Marie or Creney and get off at Magasins.,active,3
troyes-airport,designer-outlet-troyes,airport,Paris airports via rail to Troyes + local bus/taxi,≈2-3 hr via Paris rail connections + Troyes local transfer (estimated),Check official SNCF/airport transit fare,"Use official Paris airport ground transport into Paris, SNCF services to Troyes, then TCAT bus or taxi; no dedicated airport-to-outlet shuttle is published.",active,4
provence-shuttle,designer-outlet-provence,shuttle,McArthurGlen Shuttle from Marseille or Aix-en-Provence,"10:00 departures; 16:00 return; selected days until August 29, 2026",€15 round trip; free for children under 12,"Official McArthurGlen Provence shuttle service is available by reservation from Marseille or Aix-en-Provence until August 29, 2026, operating Wednesdays, Saturdays, public holidays and Sundays July 5, July 12 and August 23.",active,1
provence-car-parking,designer-outlet-provence,car,Car / Free Parking,45 min,Free parking,"The official outlet page says the centre is 45 minutes by car from Marseille, Aix-en-Provence and Avignon; free parking is available throughout the centre with no time limits.",active,2
provence-train,designer-outlet-provence,train,Train to Miramas,Rail time varies by origin; Miramas station is about 10-15 min onward by BAM bus,Check official SNCF fare,"Miramas station is served by TGV and TER trains, including routes from Paris and regional links from Marseille, Avignon, Nîmes and Montpellier; confirm times with SNCF.",active,3
provence-bus-bam,designer-outlet-provence,bus,BAM Direct Bus from Miramas Station,≈10-15 min (estimated),Check official BAM fare,"The official outlet services page lists the direct premium BAM line between Miramas SNCF station, downtown Miramas and the Village of Brands; check official BAM details for current ticketing.",active,4
provence-airports,designer-outlet-provence,airport,Nearby Airports,≈35-50 min (estimated),Confirm with provider,"The official outlet page lists nearby airports as an access category; Marseille Provence Airport is a realistic road transfer, but fares depend on the chosen taxi, ride-hail or transfer provider.",active,5
the-village-outlet-car-parking,the-village-outlet,car,Car via A43 Exit 6 / Free Parking,About 30 min from Lyon,Free parking,"The official access information places The Village Outlet at Parc du Couvent in Villefontaine, accessible via the A43 motorway Exit 6 Villefontaine, and official site copy references free parking; check live traffic before travel.",active,1
the-village-outlet-bus,the-village-outlet,bus,Lyon / Villefontaine Bus Access,Check official operator timetable,Check official operator fare,"The official access page lists bus access between Lyon and Villefontaine using Express 5 to The Village stop, and line 2990; verify the current route, stop and timetable with the official operator before travelling.",active,2
the-village-outlet-train,the-village-outlet,train,TER to La Verpillière,About 12 min walk from La Verpillière station,Check official TER/SNCF fare,The official opening/access information lists access from Gare La Verpillière as a 12-minute walk; use official SNCF/TER channels for current train times and fares.,active,3
the-village-outlet-shuttle,the-village-outlet,shuttle,Free Event Shuttle,Runs only during selected commercial and event periods,Free,"The official shuttle page states free shuttles are provided for visitors during The Village Outlet's commercial and event highlights; confirm current dates, pickup points and reservations before travel.",active,4
roubaix-designer-outlet-car,roubaix-designer-outlet,car,Car from Lille / Belgium,15 min from Lille city centre,Road and parking costs vary,"McArthurGlen states Roubaix Designer Outlet is a 15-minute drive from Lille city centre and is conveniently accessible from Lille, Arras and Belgium; check live traffic before travel.",active,1
